745,502,244,555,1003,640,487,595,1
889,551,304,628,1080,584,593,692,1
942,547,323,695,1169,616,622,668,1
912,480,344,715,1235,629,624,669,1
956,437,365,779,1215,625,629,690,1
897,441,412,858,1180,598,589,616,1
792,382,379,829,1039,624,574,512,1
746,338,367,781,1019,667,574,485,1
876,286,334,786,961,793,610,524,1
927,375,372,797,924,802,695,553,1
895,334,332,692,852,788,673,568,1
826,327,351,682,959,827,642,551,1
932,372,360,707,1011,873,739,652,1
931,368,368,857,1002,794,770,650,1
1091,401,324,876,1045,840,801,644,1
1113,418,311,929,1138,895,836,631,1
1116,414,303,936,1220,852,789,616,1
1098,377,299,922,1078,772,710,524,1
1097,368,294,816,1092,762,682,472,1
927,237,286,798,1085,735,588,456,1
1048,217,302,782,1042,774,541,450,1
1124,236,311,763,875,869,557,468,1
1154,242,292,797,986,995,587,533,1
1170,248,307,756,995,1016,614,567,1
1121,244,307,743,933,964,638,580,1
1120,267,308,767,937,940,673,631,1
1153,294,281,801,977,920,690,631,1
1111,321,302,802,878,809,688,560,1
1083,330,314,880,842,809,668,525,1
1175,366,380,863,889,847,644,485,1
1034,332,355,773,857,869,571,365,1
957,293,379,825,791,833,556,385,1
994,284,353,806,748,882,570,438,1
967,292,352,825,721,916,584,494,1
903,238,282,836,818,913,611,521,1
1046,264,303,932,780,870,648,560,1
1097,280,283,906,702,881,726,625,1
1126,286,292,1003,761,920,757,675,1
1088,266,300,1001,818,854,805,633,1
1059,262,289,991,774,860,790,625,1
995,295,280,998,839,921,770,664,1
921,310,332,970,873,906,783,570,1
852,291,351,917,870,815,772,543,1
903,288,349,954,841,868,717,562,1
993,293,362,1001,823,904,778,652,1
1111,319,388,1015,824,827,826,698,1
1163,296,348,998,834,845,824,757,1
1108,295,357,1005,853,851,755,715,1
1123,312,400,959,853,807,785,761,1
1106,321,396,954,778,786,715,684,1
983,265,374,876,771,771,712,625,1
973,280,370,928,858,788,757,615,1
1012,278,388,921,896,745,797,636,1
948,288,378,889,866,827,761,623,1
857,288,418,912,876,748,791,604,1
878,271,451,988,880,762,744,556,1
810,269,447,925,777,710,612,520,1
717,267,415,904,664,772,632,471,1
714,240,409,961,743,690,674,371,1
788,238,364,963,708,706,638,373,1
731,252,322,906,639,686,655,369,1
774,232,392,969,640,731,724,351,1
839,231,442,1039,699,682,716,369,1
923,230,440,1046,623,726,749,498,1
875,236,451,1068,617,719,766,516,1
915,232,460,1069,587,736,802,515,1
950,230,428,1054,565,776,758,564,1
953,220,395,980,514,809,769,566,1
967,229,358,907,569,819,672,483,1
976,216,380,910,674,791,629,458,1
898,212,368,883,695,804,609,480,1
951,234,348,925,698,691,629,433,1
936,238,333,937,724,708,581,421,1
852,229,337,949,691,681,657,427,1
856,231,304,854,613,710,708,443,1
864,250,334,879,603,776,764,438,1
715,246,343,861,648,799,754,427,1
677,232,322,867,708,824,757,420,1
709,227,358,887,707,825,742,414,1
684,225,379,1009,740,811,740,424,1
721,240,444,1046,788,790,684,380,1
724,220,434,987,800,791,691,369,1
720,241,448,991,693,721,690,380,1
683,239,411,981,698,689,653,396,1
754,246,435,993,816,731,706,412,1
826,205,329,978,794,647,717,457,1
842,243,380,1082,764,709,726,450,1
958,292,412,1107,795,769,754,495,1
958,289,426,1119,802,780,759,475,1
926,275,397,1060,658,819,700,469,1
959,286,433,1079,643,869,643,532,1
951,273,385,996,700,843,552,557,1
846,212,386,988,696,784,539,510,1
853,233,392,976,684,830,565,501,1
833,240,390,1002,691,772,600,466,1
749,230,355,942,736,792,655,348,1
823,210,363,910,682,801,684,316,1
891,206,343,1015,670,818,656,347,1
887,217,383,1064,745,796,704,341,1
977,238,400,1003,771,779,809,441,1
897,236,456,1033,786,785,796,447,1
856,252,465,1094,803,796,825,471,1
869,264,452,1055,829,897,839,533,1
946,252,416,993,789,874,838,558,1
888,270,426,1044,778,939,774,584,1
1033,285,365,1018,781,924,799,591,1
1091,279,363,1050,731,973,795,588,1
1072,278,382,1068,751,895,797,572,1
1012,279,389,1122,730,899,779,582,1
1040,263,417,1097,741,908,770,510,1
973,255,429,1128,713,913,718,574,1
864,259,459,1140,712,810,733,558,1
977,313,565,1150,686,848,760,539,1
977,312,561,1146,734,872,717,542,1
933,310,545,1147,687,828,643,536,1
856,320,570,1143,682,813,681,455,1
866,306,568,1138,709,865,723,435,1
729,239,449,1032,724,864,674,455,1
788,255,499,1091,636,860,723,436,1
723,247,496,1131,640,926,759,413,1
827,227,459,1130,633,916,897,424,1
835,238,432,1092,677,903,885,465,1
795,241,470,1171,663,860,905,409,1
780,230,452,1237,687,830,942,404,1
861,242,466,1220,717,817,967,448,1
869,242,472,1270,716,796,890,487,1
869,235,481,1276,715,802,886,515,1
856,239,462,1206,702,815,926,542,1
799,233,425,1066,734,835,961,534,1
757,208,415,1099,707,768,954,524,1
702,209,446,1053,719,798,979,539,1
684,210,435,1005,655,767,982,516,1
678,193,478,1189,722,758,987,485,1
720,175,473,1239,730,774,912,469,1
702,173,435,1177,705,734,909,454,1
706,174,408,1156,648,740,866,434,1
700,168,389,1168,649,824,861,393,1
811,181,304,991,535,834,807,408,1
824,182,330,984,438,773,768,419,1
879,179,350,1010,442,799,684,482,1
848,181,352,1031,440,746,643,423,1
884,186,392,1036,451,677,579,479,1
777,191,417,1095,477,630,541,490,1
710,189,397,1024,517,694,592,506,1
660,211,378,1013,520,715,619,457,1
685,203,363,981,521,724,621,498,1
667,219,399,1061,589,726,611,499,1
734,212,373,967,582,743,657,523,1
889,247,359,963,608,775,650,594,1
889,238,379,948,610,872,665,600,1
881,231,375,947,601,901,664,567,1
910,206,319,902,519,865,684,567,1
914,210,341,1037,567,909,743,544,1
772,168,373,1055,510,829,753,439,1
722,142,335,1002,517,678,723,398,1
669,140,340,1021,540,655,703,399,1
662,143,338,1029,558,696,657,311,1
646,159,331,933,558,681,545,300,1
768,164,342,957,609,729,563,350,1
781,169,349,1000,587,778,598,380,1
843,208,362,973,589,781,629,419,1
781,247,384,979,581,797,656,450,1
923,320,438,1001,507,754,738,587,1
858,335,438,1043,414,743,706,574,1
922,347,477,1099,431,735,719,581,1
1003,339,463,1144,456,750,759,692,1
991,318,422,1111,456,741,780,705,1
