152,346,271,699,1087,795,313,168,2
165,345,304,754,1106,808,351,218,2
163,348,304,784,1247,805,359,218,2
165,348,273,689,1173,706,326,227,2
161,270,235,669,1202,727,297,239,2
166,283,240,702,1216,723,295,237,2
164,292,229,685,1220,714,298,219,2
162,284,224,617,1095,659,265,211,2
171,286,246,617,1124,744,284,207,2
169,304,255,559,1107,790,284,198,2
168,287,252,520,1098,818,275,240,2
162,298,260,541,1071,822,238,237,2
164,305,265,558,1066,851,238,242,2
156,295,242,563,1025,805,214,276,2
142,292,229,575,1025,741,221,332,2
149,313,222,564,993,683,235,322,2
136,292,166,469,983,635,214,349,2
150,331,183,502,1000,603,247,350,2
134,309,162,439,913,603,239,322,2
132,292,169,414,948,619,249,321,2
145,293,180,445,1011,678,259,329,2
145,298,191,470,1054,706,245,306,2
150,309,202,460,1069,721,222,303,2
155,328,205,456,1068,722,228,316,2
154,333,192,442,988,725,206,281,2
171,343,244,567,1049,718,239,369,2
176,340,240,556,1005,673,237,358,2
158,278,211,528,953,648,240,367,2
176,269,227,580,1019,704,288,382,2
179,267,240,585,1026,720,290,373,2
204,323,229,544,979,701,251,281,2
201,319,231,606,966,728,256,283,2
209,328,238,605,972,744,254,285,2
198,335,227,569,1005,700,213,295,2
196,336,230,585,994,684,211,286,2
134,256,184,483,891,640,199,261,2
133,255,194,424,866,609,201,259,2
118,243,194,391,875,602,182,280,2
105,236,188,405,756,657,151,241,2
102,280,199,391,842,622,152,249,2
122,318,204,412,899,646,151,252,2
122,329,192,399,947,664,149,266,2
123,351,198,425,975,624,149,285,2
129,332,191,405,1030,562,164,379,2
132,296,171,416,963,636,163,381,2
138,266,172,460,940,674,190,402,2
145,259,179,459,956,707,186,387,2
159,237,159,450,933,697,190,393,2
161,262,170,460,939,676,178,293,2
163,260,187,435,980,597,184,377,2
147,261,182,397,1008,593,154,361,2
156,284,177,403,1001,546,162,373,2
137,306,205,395,996,590,166,331,2
131,290,236,368,948,613,184,332,2
137,283,252,370,968,694,258,287,2
137,368,340,459,1041,666,303,288,2
122,370,347,494,1072,749,325,285,2
137,394,364,589,1104,751,328,274,2
155,437,351,696,1253,786,355,318,2
148,441,333,701,1267,800,307,256,2
152,396,252,663,1164,809,299,301,2
157,371,258,653,1116,775,282,296,2
147,324,263,635,1136,779,294,321,2
145,376,268,590,996,743,254,281,2
139,372,263,592,964,702,251,293,2
122,329,268,570,959,669,218,228,2
125,342,257,552,965,644,202,243,2
175,380,247,584,941,776,235,250,2
162,290,240,585,965,779,251,253,2
164,290,242,582,930,737,249,259,2
178,293,229,602,892,784,267,301,2
170,307,261,638,982,757,274,300,2
146,269,231,565,978,694,242,301,2
143,242,229,601,957,726,242,292,2
159,247,234,626,1014,775,264,299,2
153,240,234,619,1133,741,264,296,2
161,213,192,572,1061,765,266,302,2
146,277,198,574,1030,725,297,301,2
153,296,228,502,1041,746,310,328,2
137,294,233,479,982,686,292,307,2
128,287,221,432,870,677,271,284,2
136,305,245,433,883,645,272,276,2
134,286,234,420,925,642,226,316,2
128,259,194,347,913,519,180,311,2
133,248,211,364,965,506,193,315,2
134,253,221,410,1003,491,191,310,2
124,221,193,408,967,475,174,328,2
110,151,186,431,902,410,174,299,2
106,151,202,447,836,430,176,286,2
104,163,188,443,778,454,153,310,2
100,158,179,448,837,533,160,313,2
83,145,173,431,838,580,173,285,2
78,126,176,391,889,588,168,247,2
72,116,156,417,938,582,163,241,2
64,100,136,440,984,610,169,206,2
86,122,123,405,986,580,165,197,2
92,118,121,419,962,544,149,200,2
96,132,139,454,966,632,136,225,2
100,131,129,434,961,694,167,231,2
119,138,135,401,954,711,162,304,2
109,116,137,441,912,734,154,305,2
110,125,139,477,967,784,182,304,2
108,106,113,458,951,688,192,308,2
104,104,106,443,922,605,166,307,2
82,104,126,508,964,608,182,234,2
77,129,133,478,992,568,184,239,2
74,135,131,436,933,547,169,244,2
79,140,140,462,912,582,174,266,2
87,148,169,556,952,617,178,258,2
98,173,164,528,887,568,171,300,2
97,174,170,532,893,584,164,290,2
94,168,178,561,966,565,150,277,2
97,172,175,518,922,557,133,234,2
99,175,155,427,928,563,130,251,2
85,141,134,384,932,573,115,189,2
83,116,118,353,844,543,122,191,2
88,110,105,318,783,545,131,201,2
82,108,105,334,818,517,127,192,2
72,103,101,328,776,515,136,181,2
