4,17,19,20,36,65,70,28,24,3
4,20,22,24,39,66,74,34,28,3
4,25,23,29,41,67,81,36,29,3
4,28,25,32,41,71,80,36,28,3
4,29,24,33,39,63,81,36,25,3
4,29,25,33,40,62,81,35,26,3
4,29,26,31,39,67,78,29,22,3
4,24,25,26,40,67,69,29,23,3
4,22,24,24,42,63,64,27,23,3
4,20,24,23,44,62,69,28,23,3
4,21,23,25,45,62,68,30,22,3
4,20,23,24,44,58,76,30,20,3
4,20,23,25,40,58,81,29,20,3
4,20,22,24,41,57,78,32,21,3
4,20,23,21,40,52,72,31,23,3
4,19,23,19,42,54,69,30,24,3
4,19,23,22,43,57,68,33,26,3
4,17,22,23,45,62,72,36,27,3
5,18,22,23,44,65,74,36,26,3
5,19,22,23,50,69,79,36,26,3
5,20,22,24,49,67,79,39,23,3
5,22,19,21,45,63,77,36,23,3
5,23,20,21,43,65,73,36,21,3
5,23,21,24,45,67,69,34,20,3
5,22,22,23,41,69,65,41,21,3
5,21,21,22,37,66,73,37,21,3
5,21,22,23,37,65,69,39,22,3
5,19,23,24,40,58,68,39,24,3
5,20,22,21,43,52,72,44,27,3
5,21,22,23,46,54,73,45,28,3
5,20,22,23,48,63,69,45,29,3
5,19,21,22,49,67,73,43,28,3
5,19,20,23,47,67,73,42,25,3
5,18,21,23,44,70,87,37,24,3
5,17,20,24,44,73,89,30,21,3
5,18,21,24,40,70,88,31,21,3
5,17,21,24,42,69,90,33,21,3
5,18,20,23,48,70,94,32,23,3
5,20,19,24,46,66,83,42,23,3
5,21,20,24,41,57,85,43,25,3
5,22,19,24,41,56,86,44,23,3
5,23,18,23,40,55,91,44,22,3
5,22,19,24,41,54,86,43,21,3
5,21,21,24,46,64,97,35,21,3
5,19,20,25,45,62,95,35,19,3
5,19,20,24,46,65,109,35,21,3
5,18,20,24,47,64,107,36,22,3
5,20,22,23,37,66,107,35,22,3
5,17,22,22,34,63,93,33,20,3
5,18,24,24,36,67,90,31,21,3
5,18,26,25,36,60,72,29,20,3
5,17,27,24,35,58,75,29,19,3
5,18,26,25,38,58,79,33,20,3
5,19,25,23,37,54,77,38,21,3
5,19,23,20,38,54,82,37,21,3
5,20,24,22,40,61,93,39,23,3
5,20,23,22,39,71,92,40,23,3
5,18,23,21,37,73,104,38,22,3
5,19,23,23,40,69,107,35,22,3
5,19,23,23,39,70,102,36,22,3
5,21,22,21,37,66,121,44,24,3
5,22,21,21,36,57,120,51,24,3
5,21,22,23,38,56,117,52,26,3
5,22,22,22,42,68,136,56,26,3
5,22,22,22,44,67,149,56,25,3
5,20,21,22,46,65,129,51,23,3
5,20,22,24,46,65,124,44,22,3
6,21,23,24,46,61,114,43,20,3
6,21,24,27,42,52,89,40,20,3
6,20,25,27,48,58,81,37,20,3
6,19,25,27,50,57,94,31,20,3
6,19,25,26,51,55,95,37,21,3
6,18,22,25,50,59,107,36,21,3
6,17,22,22,51,60,109,36,20,3
6,20,22,23,44,58,103,37,21,3
6,19,22,21,39,58,91,38,22,3
6,19,23,22,38,59,105,34,22,3
6,21,23,21,40,55,98,37,24,3
6,21,24,22,39,55,94,35,24,3
6,18,23,22,44,74,90,35,23,3
6,19,23,23,46,76,83,37,23,3
6,20,22,23,50,95,62,35,24,3
6,20,22,25,52,98,55,30,22,3
6,20,21,23,57,99,52,30,22,3
6,20,20,23,51,81,63,33,22,3
6,19,22,23,50,83,67,30,23,3
6,18,21,25,46,61,80,29,20,3
6,17,21,23,46,56,79,30,20,3
6,17,21,28,40,54,82,33,22,3
6,17,22,27,40,56,75,30,22,3
6,19,20,27,40,56,74,30,21,3
6,18,20,25,39,55,76,31,21,3
6,17,19,26,34,58,81,36,23,3
6,19,19,23,37,61,98,34,21,3
6,19,19,24,36,57,102,34,22,3
6,20,20,24,37,59,104,35,23,3
6,22,20,24,40,60,98,35,24,3
6,26,20,25,39,61,96,30,25,3
6,25,21,23,38,70,97,42,24,3
6,24,21,24,40,73,91,45,24,3
6,22,20,24,41,71,88,46,23,3
6,20,20,25,43,185,94,51,20,3
6,15,21,26,54,212,99,52,22,3
6,16,23,27,54,209,79,43,22,3
6,17,23,26,52,213,95,38,20,3
6,18,25,26,52,218,94,36,22,3
6,19,26,25,49,142,96,31,22,3
6,20,25,23,41,100,92,30,20,3
6,19,24,23,43,103,92,29,21,3
6,19,23,23,43,92,76,29,22,3
6,18,21,23,41,78,88,30,22,3
6,18,22,23,41,64,75,32,24,3
6,20,21,26,47,65,72,31,23,3
6,20,22,26,45,55,76,33,24,3
6,19,22,26,44,62,79,33,24,3
6,18,22,27,45,60,62,34,22,3
6,19,20,27,44,59,64,31,21,3
7,18,21,26,42,59,64,31,22,3
7,19,21,26,39,63,65,29,19,3
7,20,22,26,41,57,63,29,21,3
7,21,23,25,40,60,65,32,23,3
7,21,23,24,41,61,63,30,22,3
7,22,23,23,35,55,68,29,21,3
7,21,22,22,43,57,64,33,23,3
7,21,22,22,44,56,64,35,22,3
7,22,21,21,45,54,65,38,20,3
7,22,22,22,45,54,69,38,21,3
7,21,23,21,52,54,67,40,23,3
7,21,24,22,46,48,64,39,22,3
